request_id,base_cpc,ctr,conversion_rate,conversion_value,bid,win,click,cost,conversion,revenue
0,1.4363502971184063,0.08099175550867271,0.037849923994548666,131.24746799071306,1.6690153612964533,1,1,1.6690153612964533,0,0.0
1,2.87678576602479,0.07325329828396662,0.013303039801942022,97.26556617149669,3.298253857660157,1,0,0.0,0,0.0
2,2.3299848545285125,0.043469243375543413,0.02059878624664488,193.25471972414877,2.532550211934172,1,0,0.0,0,0.0
3,1.9966462104925915,0.1253806673192827,0.034847628658601824,51.605905687005254,2.497327879036748,1,0,0.0,0,0.0
4,0.8900466011060912,0.10055859049663948,0.0266940205036016,121.69271903979873,1.0690502644731978,1,0,0.0,0,0.0
5,0.8899863008405067,0.1744831885415607,0.038235696738570225,143.0399028481423,1.2005615958984273,1,0,0.0,0,0.0
6,0.6452090304204987,0.01610082029159107,0.04825435555502869,166.85725297562252,0.6659858197191231,1,1,0.6659858197191231,0,0.0
7,2.665440364437338,0.132334906235474,0.010244600947183888,87.32449578132135,3.370901965845463,1,0,0.0,0,0.0
8,2.002787529358022,0.15496028691719663,0.036930547237912746,140.5151624549215,2.6234925897250267,1,0,0.0,0,0.0
9,2.2701814444901136,0.15430244814577834,0.015365487003445154,67.60827956301372,2.9707705537300013,1,1,2.9707705537300013,0,0.0
10,0.5514612357395061,0.17835405374814978,0.02365145273334062,92.74045754874585,0.7481719294977162,1,0,0.0,0,0.0
11,2.9247746304049858,0.1485164111376039,0.006478822660781292,180.16915492864584,3.7935286933931063,1,0,0.0,0,0.0
12,2.5811066020010545,0.1862839117130623,0.011115832203171454,190.4824457728813,3.542743870739388,1,0,0.0,0,0.0
13,1.0308477766956905,0.07320475396596937,0.01938997800720049,146.5752959161803,1.1817736924344395,1,0,0.0,0,0.0
14,0.9545624180177515,0.10560978918279318,0.020389361237959324,81.12685924747515,1.1561846894750956,1,0,0.0,0,0.0
