request_id,base_cpc,ctr,conversion_rate,conversion_value,click,conversion
7296,0.8963005850685236,0.17626120319209915,0.03675950461884377,136.1862403316277,0,0
3627,2.6766725853137943,0.017683377930405655,0.04842500942645236,18.20805716259252,0,0
1844,2.857689594361769,0.1965876166422866,0.03986871209134933,107.78607236097622,0,0
3164,0.6404401933685975,0.07057168873260473,0.04059129201251581,117.1421284888279,0,0
9845,1.5170232283921234,0.01838964933122893,0.019896825052421702,188.18979982514824,0,0
3311,2.1418237118040198,0.09732153111709434,0.03726494861374035,24.974635967365955,0,0
7382,2.9677502148102914,0.051989649929490685,0.027928825098387254,94.60587214816219,0,0
4977,1.0149500896924042,0.048994446088258745,0.030335214379131375,96.68004331369507,0,0
6182,0.7908293178331531,0.09543571599145528,0.03828248993303456,109.58354435615935,0,0
9036,0.7686330411047164,0.144147786952052,0.029579562476455087,128.91380472061502,0,0
9567,2.727488436610662,0.14762891424701152,0.02139452407389199,63.72956086956558,1,0
1117,2.693652156575951,0.11047299144978562,0.04110547995418788,162.99413260146997,0,0
4652,1.6886892880818343,0.08051121611755174,0.012787787714031724,43.2077257340173,0,0
5389,2.658578944473461,0.18058790512426973,0.04340404712791143,157.4567670151265,0,0
9301,1.737639864136462,0.14696778415654357,0.016761519161978104,99.37607973246035,0,0
6865,1.258410705535426,0.130334330550092,0.042018509989227404,29.026195118164015,0,0
7913,0.6232491560229249,0.18495325153148431,0.03304886139226435,101.8755004261884,0,0
7070,1.4126189167315037,0.07725915821348667,0.04116083384227428,60.13767364148568,0,0
9076,2.4604679480801988,0.18806601428641237,0.010299297506059346,94.15190276947295,0,0
9458,2.157869573499556,0.057739241058754144,0.03559892315724815,103.55538540544177,0,0
8966,1.979786011047675,0.014183061976752532,0.03287730123474573,124.02237439394561,0,0
4010,0.586681760565166,0.1679060373977531,0.025523047867878453,27.679331467744554,1,0
8422,1.0701545422500498,0.12350578932555906,0.02065556932465288,76.47079092458955,0,0
7699,1.1931460408729653,0.17619803599202957,0.03480651928340063,195.95259811029553,0,0
8081,0.854610994042463,0.0988774903473466,0.03361551887370735,91.68975120178685,0,0
2057,1.5294138539612714,0.09304483572392026,0.046420098075310355,121.82257160932073,0,0
4218,2.223276030256726,0.0574797070247993,0.04359981181861013,162.39988081357416,1,0
9842,1.2350992750999976,0.15718858599095628,0.02784892930846716,133.8217405841721,0,0
6398,1.601507785147937,0.01864580518015626,0.03370298809494771,107.03647280344433,0,0
4422,1.998399312605414,0.1376716666940333,0.037890232433901286,68.58664062662939,1,0
3920,2.866890611730602,0.0428938334413796,0.03798114346262774,160.90900636488746,0,0
8464,2.989010504508765,0.08105987973486324,0.045429045928891895,35.20217456505429,0,0
7005,1.4420265694355312,0.17449708324765434,0.010953298613850262,11.640836568377926,0,0
9680,1.7707792356917365,0.17051504998870726,0.01055480043618939,19.47578275568118,0,0
3679,1.4802339422614317,0.06989533939619401,0.006909787660628357,30.071443901286116,0,0
2923,0.9540349193915066,0.18850136866582634,0.01859354596730736,57.0108136676195,0,0
5602,0.8131280777405199,0.12289027799713377,0.03231868837645276,137.75540673830753,0,0
1097,0.9660956553606364,0.1669911384738904,0.007588705267159436,81.5659964104875,0,0
8665,1.8971021773866663,0.11262041339514027,0.018900392103293185,139.78469040599293,0,0
8957,2.628711123284985,0.16470319233388347,0.01874912660545491,175.53760533887504,0,0
7459,1.1427402234877793,0.08375067511246022,0.043907736416991056,183.76916190197892,0,0
5391,1.9230161578235692,0.16693499722086252,0.01982447962544691,183.88241949963796,0,0
4692,1.3602290446236052,0.16336415633847332,0.017746207802481852,68.99129002385517,0,0
2521,0.8360878235203046,0.17001991523994942,0.009837469444650908,32.720600285322604,0,0
7457,1.5117646858229254,0.08433336204386177,0.028072158085323366,75.23409878283854,0,0
1295,1.0003756106120252,0.012127867998583782,0.017403990360902483,35.593144488531664,0,0
8917,2.5729544498747945,0.16446106689296916,0.017335974146601506,81.5848904368069,0,0
7312,1.258202565163613,0.1576590525636,0.010951411647022362,69.76395466075994,0,0
7294,0.9017833729774642,0.1165992597196737,0.017525046895848214,178.25670850939667,0,0
